feature,importance_mean,importance_std
year_num,2365.691327691266,96.03821568279918
mileage_num,1447.500227375311,63.21451571283885
make,337.2001216429706,61.405879145043556
model_base,230.24984269916513,34.22266958085117
mileage_per_year,177.586540566464,76.88010222019486
body_type,81.80531059580252,23.47778351601014
condition,78.68405986233347,15.99805383372794
engine_cylinders,70.04149627623573,43.072721734449566
engine_liters,34.60853266756949,16.339835327706947
fuel,30.3451169036337,14.055992738468825
days_since_posted,5.442428909952833,9.63408779548846
engine_cylinders_missing,4.603337282780558,1.3021125915325678
engine_liters_missing,4.112388569171889,0.7578108875747979
days_since_posted_missing,0.0,0.0
transmission,-0.46590995260648926,1.1949316724886092
location_state,-8.402770142180088,20.734509870030795
